record_type,problem_id,total_evaluations,is_final,evaluation_index,stage,sequential_iteration,normalized_x1,normalized_x2,physical_x1,physical_x2,objective_y1,objective_y2,constraint_label,feasible,pof_score,exact_feasible,predicted_feasible_at_half,error_class
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.00248756218905473,0.00248756218905473,0.00248756218905473,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.00746268656716418,0.00248756218905473,0.00746268656716418,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0124378109452736,0.00248756218905473,0.0124378109452736,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0174129353233831,0.00248756218905473,0.0174129353233831,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0223880597014925,0.00248756218905473,0.0223880597014925,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.027363184079602,0.00248756218905473,0.027363184079602,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0323383084577114,0.00248756218905473,0.0323383084577114,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0373134328358209,0.00248756218905473,0.0373134328358209,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0422885572139304,0.00248756218905473,0.0422885572139304,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0472636815920398,0.00248756218905473,0.0472636815920398,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0522388059701493,0.00248756218905473,0.0522388059701493,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0572139303482587,0.00248756218905473,0.0572139303482587,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0621890547263682,0.00248756218905473,0.0621890547263682,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0671641791044776,0.00248756218905473,0.0671641791044776,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0721393034825871,0.00248756218905473,0.0721393034825871,NaN,NaN,NaN,NaN,1,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.0771144278606965,0.00248756218905473,0.0771144278606965,NaN,NaN,NaN,NaN,0.992203246424894,1,1,3
grid,COSSIN1,50,1,NaN,,NaN,0.00248756218905473,0.082089552238806,0.00248756218905473,0.082089552238806,NaN,NaN,NaN,NaN,0.971833754225003,1,1,3
