case_id,normalized_semispan,trim_twist_deg,trim_vertical_displacement_m
4,4.1495089707642e-06,0,0
4,0.0020010252679076,-7.68512160583248e-05,1.74893890832939e-08
4,0.00399790102684444,-0.00015426912475416,7.01108419245398e-08
4,0.00599477678578128,-0.000232251204836674,1.58093315145395e-07
4,0.00799165254471812,-0.000310794935055039,2.81664469680332e-07
4,0.00998852830365496,-0.000389897794158424,4.41050670776636e-07
4,0.0119854040625918,-0.000469557260895999,6.36476987994408e-07
4,0.0139822798215286,-0.000549770814016934,8.68167195206562e-07
4,0.0159791555804655,-0.000630535932270399,1.13634377059883e-06
4,0.0179760313394023,-0.000711850094405565,1.44122789666975e-06
4,0.0199729070983392,-0.000793710779171601,1.78303946023068e-06
4,0.021969782857276,-0.000876115465317678,2.1619970524058e-06
4,0.0239666586162128,-0.000959061631592965,2.57831796863208e-06
4,0.0259635343751497,-0.00104254675674663,3.03221820865934e-06
4,0.0279604101340865,-0.00112656831952785,3.52391247655019e-06
4,0.0299572858930234,-0.00121112379868579,4.05361418068005e-06
4,0.0319541616519602,-0.00129621067296962,4.62153543373717e-06
4,0.033951037410897,-0.00138182642112851,5.22788705272261e-06
4,0.0359479131698339,-0.00146796852191163,5.87287855895023e-06
4,0.0379447889287707,-0.00155463445406816,6.55671817804674e-06
4,0.0399416646877076,-0.00164182169634725,7.27961283995162e-06
4,0.0419385404466444,-0.00172952772749809,8.04176817891719e-06
4,0.0439354162055812,-0.00181775002626983,8.84338853350858e-06
4,0.0459322919645181,-0.00190648607141166,9.68467694660374e-06
4,0.0479291677234549,-0.00199573334167274,1.05658351653934e-05
4,0.0499260434823918,-0.00208548931580224,1.14870636413812e-05
4,0.0519229192413286,-0.00217575147254933,1.24485615303835e-05
4,0.0539197950002654,-0.00226651729066319,1.34505266925294e-05
4,0.0559166707592023,-0.00235778424889297,1.44931556922611e-05
4,0.0579135465181391,-0.00244954982598786,1.55766437983332e-05
4,0.059910422277076,-0.00254181150069702,1.67011849838136e-05
4,0.0619072980360128,-0.00263456675176962,1.78669719260826e-05
4,0.0639041737949496,-0.00272781305795484,1.90741960068335e-05
4,0.0659010495538865,-0.00282154789800183,2.03230473120724e-05
4,0.0678979253128233,-0.00291576875065978,2.16137146321182e-05
4,0.0698948010717602,-0.00301047309467785,2.29463854616026e-05
4,0.071891676830697,-0.00310565840880521,2.43212459994701e-05
4,0.0738885525896338,-0.00320132217179103,2.57384811489781e-05
4,0.0758854283485707,-0.00329746186238449,2.71982745176968e-05
4,0.0778823041075075,-0.00339407495933475,2.8700808417509e-05
4,0.0798791798664444,-0.00349115894139098,3.02462638646107e-05
4,0.0818760556253812,-0.00358871128730235,3.18348205795104e-05
4,0.083872931384318,-0.00368672947581804,3.34666569870295e-05
4,0.0858698071432549,-0.00378521098568721,3.51419502163023e-05
4,0.0878666829021917,-0.00388415329565903,3.68608761007758e-05
4,0.0898635586611285,-0.00398355388448267,3.86236091782098e-05
4,0.0918604344200654,-0.00408341023090731,4.0430322690677e-05
4,0.0938573101790022,-0.00418371981368211,4.2281188584563e-05
4,0.0958541859379391,-0.00428448011155625,4.4176377510566e-05
4,0.0978510616968759,-0.00438568860327888,4.61160588236971e-05
4,0.0998479374558127,-0.00448734276759919,4.81004005832803e-05
4,0.10184481321475,-0.00458944008326635,5.01295695529523e-05
4,0.103841688973686,-0.00469197802902951,5.22037312006627e-05
4,0.105838564732623,-0.00479495408363786,5.43230496986738e-05
4,0.10783544049156,-0.00489836572584057,5.64876879235609e-05
4,0.109832316250497,-0.00500221043438679,5.86978074562119e-05
4,0.111829192009434,-0.00510648568802571,6.09535685818276e-05
4,0.113826067768371,-0.0052111889655065,6.32551302899217e-05
4,0.115822943527307,-0.00531631774557832,6.56026502743207e-05
4,0.117819819286244,-0.00542186950699034,6.79962849331638e-05
4,0.119816695045181,-0.00552784172849173,7.0436189368903e-05
4,0.121813570804118,-0.00563423188883167,7.29225173883033e-05
4,0.123810446563055,-0.00574103746675933,7.54554215024422e-05
4,0.125807322321992,-0.00584825594102386,7.80350529267105e-05
